run_id,run_name,_step,_runtime,_timestamp,train/global_step,train/epoch,train/train_audio_seconds,train/num_input_tokens_seen,train/loss,train/grad_norm,train/learning_rate,train/train_tokens_per_second,eval/loss,eval/cer,eval/runtime,eval/samples_per_second,eval/steps_per_second,state,host,serial,dataset_path,dataset,split,model_id,force_asr_language,batch_size,gradient_accumulation_steps,max_steps,lr,seed,freeze_encoder,freeze_decoder,peft,dataset_path_train,dataset_train,split_train,model/num_parameters,max_input_length,streaming,seed_recorded,train_audio_seconds_filled,audio_hours,effective_batch,is_eval_row,is_train_row
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,0,116.090459,1785312243.166713,0,0.000000,,0.000000,,,,,7.832649,204.940000,115.439400,3.179000,0.104000,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,0.000000,0.000000,512,True,False
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,1,611.356330,1785312738.433062,10,0.010000,76399.386313,2785080.000000,7.095300,1.757812,0.001350,4560.375000,,,,,,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,76399.386313,21.222052,512,False,True
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,2,703.648115,1785312830.724639,10,0.010000,76399.386313,2785080.000000,,,,,6.324731,114.270000,92.290000,3.977000,0.130000,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,76399.386313,21.222052,512,True,False
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,3,1203.843422,1785313330.920062,20,0.020000,152523.442438,5573488.000000,5.946000,0.464844,0.001500,4632.220000,,,,,,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,152523.442438,42.367623,512,False,True
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,4,1295.852641,1785313422.929143,20,0.020000,152523.442438,5573488.000000,,,,,5.647331,315.190000,92.007000,3.989000,0.130000,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,152523.442438,42.367623,512,True,False
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,5,1771.662855,1785313898.739540,30,0.030000,228377.292687,8358952.000000,5.505500,0.656250,0.001499,4719.852000,,,,,,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,228377.292687,63.438137,512,False,True
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,6,1862.762792,1785313989.839371,30,0.030000,228377.292687,8358952.000000,,,,,5.372771,335.280000,91.098400,4.029000,0.132000,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,228377.292687,63.438137,512,True,False
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,7,2331.520985,1785314458.597669,40,0.040000,304111.310313,11133432.000000,5.248500,0.453125,0.001497,4776.497000,,,,,,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,304111.310313,84.475364,512,False,True
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,8,2422.237331,1785314549.313891,40,0.040000,304111.310313,11133432.000000,,,,,5.141298,340.940000,90.714700,4.046000,0.132000,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,304111.310313,84.475364,512,True,False
12sof3iv,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base_multids_ERISLab/WorldSpeech_crs_sc_train_val_exc_clean_3,9,2890.973122,1785315018.049882,50,0.050000,380425.993688,13907592.000000,4.997100,0.730469,0.001494,4811.766000,,,,,,finished,DGX-H200-CN03,3,ERISLab/WorldSpeech,crs_sc,val_clean,q2a_openai/whisper-medium_CohereLabs/tiny-aya-base,crs,8,64,1000,0.001500,42,True,True,False,['ERISLab/WorldSpeech'],['crs_sc'],['train_val_exc_clean'],3656206336,30,True,True,380425.993688,105.673887,512,False,True
