run_id,run_name,_step,_runtime,_timestamp,train/global_step,train/epoch,train/train_audio_seconds,train/num_input_tokens_seen,train/loss,train/grad_norm,train/learning_rate,train/train_tokens_per_second,eval/loss,eval/cer,eval/runtime,eval/samples_per_second,eval/steps_per_second,state,host,serial,dataset_path,dataset,split,model_id,force_asr_language,batch_size,gradient_accumulation_steps,max_steps,lr,seed,freeze_encoder,freeze_decoder,peft,dataset_path_train,dataset_train,split_train,model/num_parameters,max_input_length,streaming,seed_recorded,train_audio_seconds_filled,audio_hours,effective_batch,is_eval_row,is_train_row
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,0,126.859178,1785127351.904467,0,0.000000,,0.000000,,,,,7.073498,224.890000,126.458500,3.108000,0.103000,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,0.000000,0.000000,512,True,False
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,1,626.411058,1785127851.456771,10,0.010000,97173.085750,2929512.000000,5.335600,8.750000,0.001350,4679.593000,,,,,,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,97173.085750,26.992524,512,False,True
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,2,708.097635,1785127933.142998,10,0.010000,97173.085750,2929512.000000,,,,,4.698658,270.450000,81.684600,4.811000,0.159000,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,97173.085750,26.992524,512,True,False
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,3,1207.871445,1785128432.917376,20,0.020000,195562.786250,5868200.000000,3.760200,0.750000,0.001500,4859.875000,,,,,,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,195562.786250,54.322996,512,False,True
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,4,1289.087636,1785128514.133099,20,0.020000,195562.786250,5868200.000000,,,,,4.347752,499.610000,81.214200,4.839000,0.160000,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,195562.786250,54.322996,512,True,False
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,5,1795.400668,1785129020.446391,30,0.030000,293577.613250,8810608.000000,3.566500,0.359375,0.001499,4908.393000,,,,,,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,293577.613250,81.549337,512,False,True
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,6,1876.741713,1785129101.786896,30,0.030000,293577.613250,8810608.000000,,,,,4.347515,593.130000,81.339100,4.832000,0.160000,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,293577.613250,81.549337,512,True,False
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,7,2380.752595,1785129605.798176,40,0.040000,390877.252625,11742776.000000,3.460000,0.427734,0.001497,4933.193000,,,,,,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,390877.252625,108.577015,512,False,True
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,8,2462.136144,1785129687.181523,40,0.040000,390877.252625,11742776.000000,,,,,4.197341,276.760000,81.382000,4.829000,0.160000,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,390877.252625,108.577015,512,True,False
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,9,2950.838685,1785130175.884270,50,0.050000,488737.048875,14679736.000000,3.348200,0.292969,0.001494,4975.429000,,,,,,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,488737.048875,135.760291,512,False,True
n4cot5v7,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water_multids_disco-eth/WorldSpeech_en_us_train_4,10,3031.956186,1785130257.001634,50,0.050000,488737.048875,14679736.000000,,,,,3.951757,214.140000,81.115700,4.845000,0.160000,finished,DGX-H200-CN05,4,google/fleurs,en_us,validation,q2a_openai/whisper-medium_CohereLabs/tiny-aya-water,en,8,64,1000,0.001500,42,True,True,False,['disco-eth/WorldSpeech'],['en_us'],['train'],3656222720,30,True,True,488737.048875,135.760291,512,True,False
